# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"","text"
"56","@pe0p13 @GeraldoRivera Dignity and Donald Trump……not on the same sentence"
"57","@GeraldoRivera Frankly, I’m not sure why people expect something different out of that man. He shows his true color… https://t.co/rejK34junf"
"58","@JDVance1 🤣🤣🤣🤣🤣🤣🤣🤣"
"59","@ACTBrigitte He is the president and your disrespect shows that you do not respect the country that welcomed you as… https://t.co/QIq5SN6wvU"
"60","@ACTBrigitte 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣"
"61","@ACTBrigitte Interesting turn of events. You spend every day spewing hate and now you are  a holy person?
Your mas… https://t.co/YONQvAalot"
"62","@NickAdamsinUSA Again, you post BS without any sound base."
"63","@NickAdamsinUSA Nobody hates you…..but your account is pure BS"
"64","@ACTBrigitte What are you going to talk about when the law catches up with Trump? Are you going to attack the judge… https://t.co/EBLozpveHs"
"65","@ACTBrigitte Radical left, radical right…..same Shit different day. They are both wrong and if you are going to tal… https://t.co/EnyazRzrr2"
"66","@AmandaLarreni Don’t we all?"
"67","@mtgreenee Way too much government intervention. Whatever happened to “less government”?"
"68","@NickAdamsinUSA Sometimes your account feels like gay porn 🧐"
"69","@elonmusk @EndWokeness Impossible to know the real situation Elon. In fact, it is not only “the media”…….we are all… https://t.co/KGcc6BHRvj"
"70","@pursueliberty @NickAdamsinUSA That’s the point! “Being Christian” is not what makes you a good person."
"71","@NickAdamsinUSA What do you call a Republican voter who is not Christian?"
"72","@Bulldog2026 @NickAdamsinUSA I don’t think religion has to do anything with being good. In fact, although I believe… https://t.co/SDgxpNAJDg"
"73","@NickAdamsinUSA Is being Christian the measurement of a good person?"
"74","@mtgreenee You have to decide who you are! 
1) Are you an angry divisive and hateful person?
Or
2) Are you a nice… https://t.co/imwNIp8Xzm"
"75","@ACTBrigitte Reality 👇👇👇 https://t.co/QNqJLp8I1g"
"76","@ACTBrigitte What a joke! 
That man never spent a single minute in any military service. The only thing he knows is street trickery."
"77","@ACTBrigitte Hmmmm he ignited the massive division and now he is going to cure it?
Sounds like china creating a ma… https://t.co/ZLi9ZQA752"
"78","@NickAdamsinUSA 🤣🤣🤣🤣🤣🤣"
"79","@elonmusk I think that everyone with a blue check should be able to attend private launch watching events"
"80","@NickAdamsinUSA https://t.co/SGUvwnlkTt"
"81","@ACTBrigitte I’m sure they will miss you"
"82","@NickAdamsinUSA That’s soooo beta of you. “I’m tired”, “don’t want your opinions “, 😭"
"83","@RepMTG @TuckerCarlson Of course you would. Also Thomas Robb, Bill Riccio and all these jewels you admire"
"84","@mtgreenee Way too much government intervention. Now the extreme right want to tell you how to run your lives, what… https://t.co/iV4NspSGBc"
"85","@Jeanette_rich77 @GeraldoRivera Trump lost…..and he will lose again"
"86","@ACTBrigitte What a load of BC!!!!! Stupid and ignorant statement at best"
"87","@ACTBrigitte If it is crooked…you stand behind it."
"88","@AmandaLarreni https://t.co/ttWBgUduzi"
"89","@RepMTG SMOKE SCREEN, Marjorie!!!!!
Distracting people with a load of maybes does not absolve you or Trump for you… https://t.co/b8LtfeUVwl"
"90","@AmandaLarreni Trump was the master of the decline of the US as a nation. This man single handedly destroyed the mo… https://t.co/pRamOjeaif"
"91","@AmandaLarreni “Stand”………as in I can’t Stand her? Then yea"
"92","@ACTBrigitte Really? Indulge us with the detail s"
"93","@NickAdamsinUSA Would you give up your manhood? How about a sex change?"
"94","@ACTBrigitte You are in the country because the federal government allowed you in……"
"95","@NickAdamsinUSA “Intense foursome with the boys” 🙄"
"96","@ACTBrigitte Thank you Brigitte, please use your extensive knowledge and high level on integrity to explain to ever… https://t.co/LAXGah8zMH"
"97","@RepMTG The same Nazi-style propaganda that made European Jews like undesirable creatures and ended with 6 million… https://t.co/gTbKlWjI7S"
"98","@RepMattGaetz Until they whistle blow about you or any of the extreme right maga goons. Then you will call it polit… https://t.co/WO4gbQxcZy"
"99","@mtgreenee Marj, please entertain us with more Nazi style propaganda."
"100","@RyanAFournier @NRA “Your fire arms”…….now that’s a real national priority"
"101","@ACTBrigitte Absolutely!!! In fact, I don’t drink BUT now I will!!!"
"102","@NickAdamsinUSA Well, one thing is for sure, at the very least you continue to publish all kinds of BS and none sen… https://t.co/Zay6NX31E8"
"103","@RepMTG So great that he lost the election for a second term. 🧐
Or are you still claiming fraud? 🙄"
"104","@ACTBrigitte Yes, the kind of love that you and @mtgreenee share. Love for country, love for Americans (all America… https://t.co/6FvvKegaCq"
"105","@ACTBrigitte You are obviously running out of content so why not fill your Twitter account with Garbage"
"106","@ACTBrigitte BREAKING NEWS: Garbage"
"107","@ACTBrigitte You look like a mature woman. I’m surprised about some of your assertions. They seem childish and immature"
"108","@RepMTG False statement: Fear based propaganda"
"109","@elonmusk @BBC I’m sorry @elonmusk, but it seems to me that you have become a victim of your own platform. 
You ar… https://t.co/wYs8UtOgZI"
"110","@NickAdamsinUSA People like you spread false information with the objective of creating a false sense of fear and a… https://t.co/UGL85xECC4"
"111","@RepMTG You have been sounding off alarms since you were elected. 
Nobody cares about your alarms. Americans want… https://t.co/Zod5I31JaS"
"112","@RepMTG https://t.co/uFbAUooJWV"
"113","Something is very wrong… https://t.co/Td4rMD7p1o"
"114","@davidmweissman @RepMTG More armed people, more gun sales. It’s all about profits. The second amendment stuff is just an excuse."
"115","@RepMTG Big mistake. There are good guys that have bad days. There are good guys who act incorrectly under pressure… https://t.co/rmUlSHBObX"
"116","@NickAdamsinUSA This is based, of course, on your extensive experience in this field.
What a bunch of horse crap,… https://t.co/FyH4WUdxCJ"
"117","@parkesweb @Doc_Clark @ACTBrigitte @elonmusk I will do the same and see."
"118","@alexbruesewitz @StephenM https://t.co/aD9nA7sSCr"
"119","@SebGorka https://t.co/6zKQu8wJIQ"
"120","@atensnut https://t.co/TPZ9MxC0yF"
"121","@chuckwoolery https://t.co/pS6vOnmNqr"
"122","@ACTBrigitte https://t.co/lyNtvglWxG"
"123","@ACTBrigitte FLASE NEWS. Get your facts straight"
"124","@ACTBrigitte Oh nooooo, businesses beware of her lack of support and the impact of her 100 real supporters 🙄"
"125","@Doc_Clark @ACTBrigitte @elonmusk is doing exactly what all social media platforms do. They put in front of you all… https://t.co/IjX91WITOu"
"126","@ACTBrigitte And what should happen to Trump for his role in leading the Jan 6 insurrection?"
"127","@elonmusk I have a great list for you for the Propaganda job:
Gosar, Greene, Gaetz, Madison Cawthorn, Louie Gohmer… https://t.co/nXLSeyqxmG"
"128","@Jackiebel @HalforNY__ @SebGorka MAGA 🙄"
"129","@HalforNY__ @SebGorka He is not human"
"130","@SebGorka WTF does that have anything to do with what happened? And you call yourself a religions man?"
"131","@keithboykin For 100$: Places where people have been killed recently by assault weapons"
"132","@RepMTG She promises this to be a Springtime Cross-Burning Extravaganza you do not want to miss! 
What better way… https://t.co/unnPpEzqDm"
"133","@RepMTG 🤣🤣🤣🤣🤣🤣 …….🙄"
"134","@ACTBrigitte You can help: Raise issues and talk about solutions. Stop the blame game. Speak positively."
"135","@laralogan Unfortunately that does not absolve Trump for his inaction during J6. He sat comfortably and watched his creation with pride."
"136","@neilsm77 @SebGorka Why is it that the only way to make a Maga Point is to
Insult? 
No I don’t and my tweet had no… https://t.co/TMU5nynIiy"
"137","@Billtbook1427 @SebGorka I can have a debate without calling anyone an idiot. That is the difference between a pers… https://t.co/Fjy2Kb0m76"
"138","@lilmanbazookas @John03291323397 @SebGorka Read the whole article, dude! 
The point that @SebGorka made that this… https://t.co/PeIFTKGZCo"
"139","@John03291323397 @SebGorka Exactly! 
https://t.co/GbnujIGfwp"
"140","@SebGorka Hmmmm I think you need to do some research before you make a statement like that.
Why is it that MAGA cu… https://t.co/SfamhU9i8N"
"141","@SebGorka https://t.co/GbnujIGfwp"
"142","@JennaEllisEsq @AOC With a much larger audience than you @JennaEllisEsq"
"143","@RonFilipkowski Definitely personal ambition, much like Trump.
Disney generates about 70 billion of economic benef… https://t.co/qTkTMpKtqV"
"144","@elonmusk More important: IT TAKES CAREFUL SELECTION"
"145","@RepMTG Soros this, Soros that….bla bla bla……..STOP!
PUT FORWARD SOME EVIDENCE  to back your claims!"
"146","@ACTBrigitte يجب على الناس في البيوت الزجاجية ألا يرشقوا الحجارة"
"147","@Schtz62Nancy @ACTBrigitte What? Try reading all the Republican tweets……plllllease"
"148","@ACTBrigitte Says “the pot”"
"149","@RonnyJacksonTX I tell you what: call each of the families that lost their children…..tell them this and then come… https://t.co/467lnZJud4"
"150","@RonnyJacksonTX You forgot to upload their picture https://t.co/rNXioR341f"
"151","@JennaEllisEsq I’m sure she cares for her father but it is obvious she does not agree with his politics."
"152","@NickAdamsinUSA Cancel culture"
"153","@atensnut Forget nuclear war, illegals, drugs, the national debt and terrorism!
IGNORANCE is by far the number one… https://t.co/Cwkp6OtK7D"
"154","@CollinRugg Nah…biggest clowns are those who think that the 2nd amendment is an excuse to allow the sale of assault… https://t.co/pbYvHMvypB"
"155","@NickAdamsinUSA An Alpha-Male that is pro-women?"
"156","@smerconish I am surprised (not) about the Republican support for the expulsion of these lawmakers YET they turn ar… https://t.co/wwKuRx6Eee"
"157","@JennaEllisEsq You are not going to find it in the current 2024 candidates. We need fresh blood and perhaps a third party."
"158","@atensnut Well, perhaps you should explore what life is like in either of those countries.
Write us back with your… https://t.co/rVc24UIXU5"
"159","@ACTBrigitte @RonFilipkowski You lived outside of the US and yet, you have not learned anything positive to bring t… https://t.co/jQCKpvsYgW"
"160","@ksorbs Not a very good comparison. 
HERE IS A GOOD COMPARISON:
During the January 6 insurrection (a real effort… https://t.co/FHmUy6vAWj"
"161","@mtgreenee Incongruent behaviour. 
How do you make sense of the way you behave and your Christianity? 
Huge gap MTG….huge gap!!"
"162","@elonmusk @ellagirwin How do you define harassment in this context?"
"163","@DonaldJTrumpJr If They is the law then yes they can charge anyone for crimes committed"
"164","@NateScherer @CNN That hurts 🤣"
"165","@ACTBrigitte @davidhogg111 https://t.co/45sQyhw8m9"
"166","@JoJoFromJerz We need a strong third choice. A balanced choice. Enough with the two parties"
"167","@SenTedCruz If it only were true!"
"168","@ACTBrigitte Of course he does…….mobsters know money https://t.co/TXE5ppGwPT"
"169","@CNN The pandemic fuelled  a new philosophy of independence and hyper mobility. 
Every city and every state now ne… https://t.co/8nglheGuCI"
"170","@CNNThisMorning @donlemon @ArletteSaenz Since when is the government involved in regulating sports? 

Yes there is… https://t.co/nYatov9C78"
"171","@CollinRugg Unfortunately this is NOT the case. Two black men get ousted and one white woman was spared. How do you… https://t.co/zoFfD3lTkZ"
"172","@Art0fLife_ Twitter needs more of you"
"173","@atensnut Love the music….not so much the politics"
"174","@elonmusk @StephenKing Well….it is really a bitching platform….everyone is airing complaints. Some good advice and… https://t.co/w4jWCKlARx"
"175","@ACTBrigitte Why?"
"176","@williamlegate Nope. Beer drinkers will be beer drinkers. A passing storm"
"177","@atensnut McCarthy will do nothing, at least not until the case is tried and solved."
"178","@TrumpWarRoom Now THAT is presidentially noteworthy for the nation to know. You have one over Stormy!!!"
"179","@JoJoFromJerz It’s like fighting cocaine addiction with crack 🤪"
"180","@SebGorka Same old same old….orange angry man spewing hate. Nothing new about it……well, sorry one thing: The law is now catching up to him"
"181","@ByronDonalds Think twice…..terrible career move!"
"182","@alexbruesewitz @realDonaldTrump FALSE STATEMENT!

People are moving away from Trump like never before. What you se… https://t.co/MBc40CcpyQ"
"183","@RepMTG Two things:

1) You need to provide backup for your information 

2) Bring the issue to congress and do som… https://t.co/UvLqlyCrPr"
"184","@NickAdamsinUSA That’s going to take me a long time…………..actually not really. I DONT MISS ANYTHING"
"185","@ACTBrigitte HAVE YOU READ YOUR TWEETS? 

I’m not sure where you have been……or if you don’t consider your input as… https://t.co/IP1h3YKqCO"
